url,org,candid_camp,num_tweets,num_tweets_all,sentiment_mean,wc,negativ_ct,positiv_ct,negativ_percent,positiv_percent,emotionality,positivity
http://www.cnn.com/2016/04/19/politics/ted-cruz-donald-trump-campaign-lemonade-stand/index.html,cnn,Cruz,1,92.0,-0.260869562626,33,1,1,0.030303030303,0.030303030303,0.0606060606061,0.0
http://www.politico.com/story/2016/01/hillary-clinton-cheryl-mills-mack-mclarty-217305,politico,Cruz,6,94.0,0.712765932083,2248,8,29,0.00355871886121,0.0129003558719,0.0164590747331,0.00934163701068
http://www.cnn.com/2016/03/13/politics/clinton-sanders-democratic-town-hall-duplicate-2/index.html,cnn,Cruz,3,175.0,-0.885714292526,833,10,11,0.0120048019208,0.0132052821128,0.0252100840336,0.00120048019208
http://www.cnn.com/2016/04/23/politics/maine-republican-delegates-unity-ticket-gop-governor/index.html,cnn,Cruz,1,98.0,0.846938788891,43,0,1,0.0,0.0232558139535,0.0232558139535,0.0232558139535
http://www.cnn.com/2016/03/16/politics/ted-cruz-plan-1237-nomination-fight/index.html,cnn,Cruz,1,33.0,0.0,856,6,7,0.00700934579439,0.00817757009346,0.0151869158879,0.00116822429907
http://www.politico.com/story/2016/01/trump-neo-nazi-retweet-218113,politico,Cruz,8,91.0,-0.0439560450613,1273,9,9,0.00706991358995,0.00706991358995,0.0141398271799,0.0
http://www.politico.com/story/2016/01/trump-cruz-glenn-beck-218058,politico,Cruz,3,45.0,-0.0444444455206,1423,6,15,0.00421644413212,0.0105411103303,0.0147575544624,0.00632466619817
http://www.cnn.com/2016/02/06/politics/republican-debate-eminent-domain-2016-elections/index.html,cnn,Cruz,1,36.0,1.0,307,2,2,0.00651465798046,0.00651465798046,0.0130293159609,0.0
http://www.politico.com/story/2016/01/trump-nikki-haley-obama-217707,politico,Cruz,3,42.0,0.380952388048,1738,13,15,0.00747986191024,0.00863060989643,0.0161104718067,0.00115074798619
http://www.politico.com/story/2016/01/chris-christie-ted-cruz-immigration-217996,politico,Cruz,2,25.0,0.800000011921,1483,13,14,0.00876601483479,0.00944032366824,0.018206338503,0.000674308833446
http://www.politico.com/story/2016/01/bernie-sanders-clinton-climate-change-218027,politico,Cruz,1,15.0,0.0666666701436,1418,11,14,0.00775740479549,0.0098730606488,0.0176304654443,0.00211565585331
http://www.politico.com/blogs/on-media/2016/01/fox-news-says-donald-trump-is-afraid-of-megyn-kelly-218214,politico,Cruz,5,51.0,-0.72549021244,1426,9,11,0.00631136044881,0.00771388499299,0.0140252454418,0.00140252454418
http://www.cnn.com/2016/01/10/politics/ted-cruz-immigration-deportation-guns-terrorism/index.html,cnn,Cruz,2,71.0,0.0281690135598,543,7,7,0.0128913443831,0.0128913443831,0.0257826887661,0.0
http://www.cnn.com/2016/02/29/politics/donald-trump-event-protest-rally/index.html,cnn,Cruz,2,225.0,-0.479999989271,79,1,1,0.0126582278481,0.0126582278481,0.0253164556962,0.0
http://www.politico.com/story/2016/01/terry-branstad-ted-cruz-iowa-218412,politico,Cruz,1,14.0,-0.0714285746217,1443,7,12,0.004851004851,0.00831600831601,0.013167013167,0.003465003465
http://www.politico.com/story/2016/01/bernie-sanders-new-hampshire-2016-republicans-trump-218042,politico,Cruz,1,24.0,0.916666686535,2244,12,28,0.00534759358289,0.0124777183601,0.017825311943,0.00713012477718
